0	0
0	74.2445
0.220192	74.2445
0.220192	1.82594
0.165922	1.82594
0.165922	7.33624
0.249568	7.33624
0.249568	5.67573
0.00499298	5.67573
0.00499298	0.246467
1.1261	0.246467
1.1261	1.35181
2.20193	1.35181
2.20193	4.07629
0.326947	4.07629
0.326947	1.7416
11.8874	1.7416
11.8874	1.22561
2.87778	1.22561
2.87778	1.91831
1.75228	1.91831
1.75228	3.43733
3.59122	3.43733
3.59122	0.28714
0.240387	0.28714
0.240387	2.17758
2.41235	2.17758
2.41235	5.29052
0.612034	5.29052
0.612034	2.14074
0.278773	2.14074
0.278773	6.59247
0.446674	6.59247
0.446674	6.80852
0.675277	6.80852
0.675277	4.06331
2.05105	4.06331
2.05105	3.98781
1.03331	3.98781
1.03331	2.67316
2.43525	2.67316
2.43525	2.81533
2.60883	2.81533
2.60883	0.737288
0.310832	0.737288
0.310832	1.48109
0.753413	1.48109
0.753413	0.761188
3.26723	0.761188
3.26723	2.85316
2.25128	2.85316
2.25128	10.0739
1.08923	10.0739
1.08923	0.0934244
0.307463	0.0934244
0.307463	1.70028
2.61343	1.70028
2.61343	3.37454
0.627689	3.37454
0.627689	2.29169
0.247257	2.29169
0.247257	1.25601
0.464951	1.25601
0.464951	1.50377
0.165843	1.50377
0.165843	0.787523
0.517145	0.787523
0.517145	3.14608
0.22659	3.14608
0.22659	1.78291
0.236055	1.78291
0.236055	2.99901
1.91652	2.99901
1.91652	0.526806
0.974943	0.526806
0.974943	0.879669
0.575757	0.879669
0.575757	0.198427
1.80097	0.198427
1.80097	0.763147
3.4225	0.763147
3.4225	3.97768
1.83255	3.97768
1.83255	0.326504
1.24478	0.326504
1.24478	2.18138
3.07904	2.18138
3.07904	0.472095
3.77226	0.472095
3.77226	1.0854
3.36733	1.0854
3.36733	2.10171
1.09037	2.10171
1.09037	7.61594
0.991268	7.61594
0.991268	2.14533
2.12638	2.14533
2.12638	4.98249
0.0783704	4.98249
0.0783704	8.39544
5.73049	8.39544
5.73049	4.66678
0.793883	4.66678
0.793883	2.54748
2.33875	2.54748
2.33875	2.19128
0.966853	2.19128
0.966853	1.34385
1.43617	1.34385
1.43617	0.786226
0.362947	0.786226
0.362947	1.32915
0.959982	1.32915
0.959982	3.32958
2.29888	3.32958
2.29888	7.03153
3.57916	7.03153
3.57916	1.57589
0.105024	1.57589
0.105024	2.01805
0.419028	2.01805
0.419028	0.237291
0.367615	0.237291
0.367615	5.93798
2.15567	5.93798
2.15567	6.23406
3.83449	6.23406
3.83449	1.18274
0.869838	1.18274
0.869838	3.1217
0.969481	3.1217
0.969481	6.2981
0.647237	6.2981
0.647237	1.96245
0.214247	1.96245
0.214247	2.94733
2.85584	2.94733
2.85584	3.24644
0.859542	3.24644
0.859542	9.9555
0.75839	9.9555
0.75839	3.31952
1.14381	3.31952
1.14381	5.39515
1.83236	5.39515
1.83236	2.41838
0.555118	2.41838
0.555118	1.1947
0.696746	1.1947
0.696746	0.140686
1.48027	0.140686
1.48027	1.41438
0.140124	1.41438
0.140124	2.27142
2.10864	2.27142
2.10864	2.62119
0.190117	2.62119
0.190117	0.906702
1.69317	0.906702
1.69317	1.03771
0.626594	1.03771
0.626594	4.05284
0.329129	4.05284
0.329129	5.50348
3.53196	5.50348
3.53196	1.05799
1.60163	1.05799
1.60163	1.03828
0.833863	1.03828
0.833863	1.75938
2.40986	1.75938
2.40986	4.77409
2.85329	4.77409
2.85329	0.179813
0.0832944	0.179813
0.0832944	3.36533
2.66623	3.36533
2.66623	0.262982
0.188943	0.262982
0.188943	0.541954
0.088215	0.541954
0.088215	2.97716
0.258295	2.97716
0.258295	1.6591
2.07372	1.6591
2.07372	1.7783
2.02964	1.7783
2.02964	4.83892
0.62138	4.83892
0.62138	1.51518
1.06928	1.51518
1.06928	1.2268
1.35322	1.2268
1.35322	6.90633
3.43092	6.90633
3.43092	3.42911
1.10594	3.42911
1.10594	2.37239
6.18503	2.37239
6.18503	2.56333
0.0749853	2.56333
0.0749853	2.46625
0.51082	2.46625
0.51082	4.60572
2.28155	4.60572
2.28155	0.532223
1.20944	0.532223
1.20944	2.71558
0.599428	2.71558
0.599428	0.851733
1.55888	0.851733
1.55888	2.17412
1.13086	2.17412
1.13086	2.0949
0.505229	2.0949
0.505229	2.18838
3.87231	2.18838
3.87231	0.461459
1.58868	0.461459
1.58868	1.66237
3.13795	1.66237
3.13795	3.57261
0.56943	3.57261
0.56943	3.43575
0.472339	3.43575
0.472339	2.51511
3.25197	2.51511
3.25197	1.6321
0.954423	1.6321
0.954423	2.89631
0.555893	2.89631
0.555893	1.50802
2.12034	1.50802
2.12034	0.626352
0.954745	0.626352
0.954745	2.2204
3.9428	2.2204
3.9428	2.10653
0.0650139	2.10653
0.0650139	2.43053
1.14402	2.43053
1.14402	5.52124
0.648068	5.52124
0.648068	4.44258
0.212273	4.44258
0.212273	2.32508
2.52926	2.32508
2.52926	3.29912
0.248097	3.29912
0.248097	3.83446
1.91366	3.83446
1.91366	1.69515
0.580824	1.69515
0.580824	0.633622
1.93432	0.633622
1.93432	1.63797
1.86037	1.63797
1.86037	1.75718
0.987678	1.75718
0.987678	4.00931
0.0215358	4.00931
0.0215358	0.472827
1.32597	0.472827
1.32597	0.357293
0.507755	0.357293
0.507755	3.57431
1.35432	3.57431
1.35432	0.0927078
5.3802	0.0927078
5.3802	1.32186
3.9369	1.32186
3.9369	5.60599
1.60742	5.60599
1.60742	5.78187
1.58991	5.78187
1.58991	3.36932
1.91448	3.36932
1.91448	4.98375
2.2636	4.98375
2.2636	3.21192
0.861711	3.21192
0.861711	2.6748
0.778325	2.6748
0.778325	3.1183
0.218725	3.1183
0.218725	0.812617
3.19575	0.812617
3.19575	0.366219
1.36944	0.366219
1.36944	4.47357
4.32978	4.47357
4.32978	0.461894
0.70418	0.461894
0.70418	0.442
1.28147	0.442
1.28147	1.99083
0.20087	1.99083
0.20087	3.24524
1.98798	3.24524
1.98798	0.272563
0.0898608	0.272563
0.0898608	5.27322
3.8029	5.27322
3.8029	1.19013
0.829599	1.19013
0.829599	7.15747
0.6423	7.15747
0.6423	0.781967
3.79491	0.781967
3.79491	1.48467
3.43939	1.48467
3.43939	1.30706
3.50107	1.30706
3.50107	1.58504
2.71016	1.58504
2.71016	1.10174
0.237405	1.10174
0.237405	2.91728
1.40093	2.91728
1.40093	1.25174
4.08888	1.25174
4.08888	2.68399
1.40747	2.68399
1.40747	2.8818
1.82274	2.8818
1.82274	2.88855
0.961973	2.88855
0.961973	0.414477
1.69437	0.414477
1.69437	4.55039
5.34209	4.55039
5.34209	2.18929
2.0495	2.18929
2.0495	2.21233
0.481753	2.21233
0.481753	4.83078
1.43205	4.83078
1.43205	8.23867
0.508068	8.23867
0.508068	1.65306
0.156024	1.65306
0.156024	0.417453
2.23555	0.417453
2.23555	1.75705
0.265012	1.75705
0.265012	3.86281
3.1246	3.86281
3.1246	0.89959
0.88576	0.89959
0.88576	4.78925
15.0138	4.78925
15.0138	1.50844
0.888108	1.50844
0.888108	2.58078
1.0695	2.58078
1.0695	1.98143
1.13815	1.98143
1.13815	5.88988
0.0651887	5.88988
0.0651887	2.44895
1.5218	2.44895
1.5218	0.702728
6.02731	0.702728
6.02731	2.60321
2.08274	2.60321
2.08274	2.5299
0.809287	2.5299
0.809287	0.859517
2.41021	0.859517
2.41021	1.98311
2.80839	1.98311
2.80839	3.45808
5.36325	3.45808
5.36325	0.310116
2.85197	0.310116
2.85197	1.81092
0.405111	1.81092
0.405111	1.07162
0.588742	1.07162
0.588742	5.66598
0.494915	5.66598
0.494915	0.155659
0.640697	0.155659
0.640697	11.5635
1.75801	11.5635
1.75801	2.43448
4.00344	2.43448
4.00344	0.0201815
1.33764	0.0201815
1.33764	2.2856
6.00719	2.2856
6.00719	1.45486
1.07619	1.45486
1.07619	1.88866
1.18189	1.88866
1.18189	1.77635
0.000727763	1.77635
0.000727763	5.13077
0.702988	5.13077
0.702988	2.33478
2.60331	2.33478
2.60331	2.73878
1.39537	2.73878
1.39537	1.80563
2.59674	1.80563
2.59674	6.02782
0.297419	6.02782
0.297419	8.27655
0.624688	8.27655
0.624688	0.660279
0.880393	0.660279
0.880393	0.394355
0.12506	0.394355
0.12506	3.1495
1.41069	3.1495
1.41069	2.09471
0.317186	2.09471
0.317186	1.1057
3.67292	1.1057
3.67292	0.567165
2.12663	0.567165
2.12663	9.09288
0.395247	9.09288
0.395247	2.3144
1.00236	2.3144
1.00236	0.796861
1.16753	0.796861
1.16753	2.9655
0.0141288	2.9655
0.0141288	4.60713
0.0598189	4.60713
0.0598189	1.1957
4.23147	1.1957
4.23147	5.57437
0.946284	5.57437
0.946284	2.00729
0.315501	2.00729
0.315501	2.37739
2.09034	2.37739
2.09034	5.72788
0.0286521	5.72788
0.0286521	1.5173
4.79096	1.5173
4.79096	5.16635
2.7795	5.16635
2.7795	5.30942
1.28786	5.30942
1.28786	1.0822
0.599478	1.0822
0.599478	0.531908
0.852084	0.531908
0.852084	4.92379
6.19812	4.92379
6.19812	1.72732
0.664891	1.72732
0.664891	5.25356
2.76781	5.25356
2.76781	3.21878
0.539135	3.21878
0.539135	0.363994
0.544935	0.363994
0.544935	0.0399863
1.04005	0.0399863
1.04005	0.429809
1.44974	0.429809
1.44974	0.27082
2.12938	0.27082
2.12938	7.25295
0.272338	7.25295
0.272338	6.75767
1.95975	6.75767
1.95975	0.57403
7.72348	0.57403
7.72348	0.874282
0.949452	0.874282
0.949452	0.545802
3.50673	0.545802
3.50673	1.0696
2.48275	1.0696
2.48275	0.234105
1.77758	0.234105
1.77758	2.80913
0.857166	2.80913
0.857166	8.27111
2.66122	8.27111
2.66122	0.701343
1.00039	0.701343
1.00039	7.29441
2.02167	7.29441
2.02167	3.878
0.711424	3.878
0.711424	2.47894
1.00764	2.47894
1.00764	6.44344
4.24121	6.44344
4.24121	1.3584
6.09112	1.3584
6.09112	1.55827
0.663407	1.55827
