0.312243	0.58034	0	0	0.312243	0.58034	0.6	0.6	5.19994	0
0.735463	0.629594	7.20081	2.97103e-16	0.862916	0.534212	0.859997	0.600045	5.19975	0.00179686
1.1605	0.494951	7.14567	-0.913965	1.17385	0.481073	1.11998	0.600225	5.19943	0.00538996
1.25805	0.533065	7.13499	0.88127	0.969149	0.397513	1.37996	0.600629	5.19898	0.0107781
1.61576	0.595373	7.10875	1.15909	1.65063	0.62469	1.6399	0.601347	5.19839	0.0179597
1.85104	0.561759	6.01331	0.150297	1.62331	0.499091	1.89982	0.60247	5.19766	0.0269323
2.16309	0.59108	6.00997	0.238851	2.18882	0.648739	2.1597	0.604086	5.19678	0.0376932
2.37907	0.636825	5.60859	0.306866	1.96701	0.557117	2.41954	0.606284	5.19573	0.0502389
2.65674	0.653729	5.60887	0.242732	2.65526	0.66598	2.67932	0.609155	5.1945	0.0645654
2.92324	0.647126	5.54988	-0.0294212	2.92034	0.645898	2.93904	0.612786	5.19309	0.080668
3.15953	0.64242	5.50525	-0.103565	3.01222	0.637046	3.19869	0.617267	5.19147	0.0985415
3.44489	0.538431	5.46013	-0.919939	3.56096	0.485311	3.45825	0.622685	5.18963	0.11818
3.74793	0.426395	5.37476	-1.57236	3.89365	0.311793	3.71772	0.62913	5.18754	0.139576
4.02907	0.510089	5.4988	-0.82469	4.19786	0.698311	3.97708	0.636689	5.18519	0.162724
4.3032	0.501737	5.48795	-0.784641	4.30935	0.578564	4.23632	0.645449	5.18256	0.187614
4.56475	0.535677	5.4451	-0.569018	4.61908	0.68951	4.49542	0.655498	5.17962	0.214238
4.75671	0.63989	5.32798	-0.0315078	4.35143	0.899174	4.75437	0.666921	5.17634	0.242587
5.01007	0.637085	5.27602	-0.0830398	5.20902	0.66599	5.01315	0.679804	5.1727	0.272649
5.31102	0.63609	5.3182	-0.103926	5.51894	0.648233	5.27175	0.694234	5.16867	0.304413
5.56848	0.644358	5.32016	-0.0683727	5.22835	0.639362	5.53013	0.710295	5.16422	0.337868
5.86144	0.662362	5.34764	-0.0143617	6.022	0.708619	5.78828	0.728072	5.15932	0.372999
6.10595	0.587686	5.29784	-0.301109	5.89392	0.373584	6.04618	0.747647	5.15393	0.409793
6.36323	0.702164	5.28014	0.0973254	6.34249	0.948833	6.30379	0.769103	5.14803	0.448233
6.61554	0.732486	5.24823	0.168056	6.62134	0.836138	6.5611	0.792523	5.14157	0.488305
6.86396	0.732639	5.23525	0.143228	6.78214	0.714036	6.81808	0.817988	5.13452	0.52999
7.11117	0.714618	5.19009	0.0552604	7.29121	0.630741	7.07469	0.845578	5.12685	0.573269
7.33496	0.799703	5.14099	0.283072	7.13735	0.957217	7.3309	0.875373	5.11851	0.618123
7.62157	0.81127	5.19058	0.287018	8.08349	0.819605	7.58668	0.907449	5.10946	0.664531
7.87147	0.791716	5.18558	0.203484	7.80533	0.719126	7.84199	0.941886	5.09966	0.712469
8.12459	0.80825	5.15537	0.216018	8.40453	0.884557	8.0968	0.978759	5.08907	0.761915
8.36339	0.827593	5.13499	0.242637	8.24796	0.840322	8.35106	1.01814	5.07766	0.812843
8.62683	0.913649	5.15421	0.439074	8.45858	1.41118	8.60472	1.06011	5.06537	0.865226
8.86396	0.973805	5.12355	0.549375	8.74615	1.04858	8.85775	1.10473	5.05216	0.919037
9.14882	1.01148	5.1531	0.593893	9.8809	1.1419	9.1101	1.15208	5.03798	0.974245
9.3858	1.04645	5.12839	0.629277	9.25579	1.04913	9.36172	1.20223	5.0228	1.03082
9.66077	1.11675	5.14251	0.744128	10.1016	1.52474	9.61255	1.25524	5.00656	1.08873
9.92943	1.24423	5.12131	0.985035	10.0484	1.44598	9.86254	1.31118	4.98922	1.14794
10.1816	1.33218	5.0737	1.11594	10.5377	1.72555	10.1117	1.37011	4.97074	1.20841
10.4084	1.41542	5.02463	1.22493	10.2492	1.45907	10.3598	1.4321	4.95106	1.2701
10.6463	1.50118	4.95673	1.33368	10.9084	1.70343	10.6069	1.49721	4.93014	1.33298
10.875	1.53715	4.93645	1.31734	10.7313	1.45265	10.853	1.56549	4.90794	1.39701
11.1374	1.58873	4.9505	1.32971	11.4783	1.42876	11.0979	1.637	4.8844	1.46213
11.4127	1.63693	4.97569	1.32882	11.587	1.61462	11.3416	1.71179	4.85948	1.52832
11.6473	1.69703	4.93906	1.36098	11.4763	1.53917	11.584	1.78992	4.83313	1.59551
11.8788	1.7637	4.91168	1.40271	11.7788	1.74591	11.8251	1.87144	4.80531	1.66366
12.1304	1.85155	4.91172	1.48114	12.136	2.14937	12.0647	1.95639	4.77598	1.73273
12.3735	1.88351	4.91298	1.43002	12.3226	1.78353	12.3029	2.04482	4.74508	1.80265
12.626	1.94349	4.9282	1.43755	12.5457	1.77728	12.5394	2.13677	4.71257	1.87338
12.8277	2.07759	4.84347	1.62288	12.5924	2.17509	12.7743	2.23227	4.67842	1.94485
13.0874	2.1795	4.86307	1.7027	13.2198	2.66441	13.0075	2.33137	4.64258	2.01701
13.2906	2.32095	4.77499	1.88065	13.0875	2.40708	13.2388	2.43409	4.605	2.08981
13.4786	2.46869	4.63695	2.06952	12.7087	3.12439	13.4682	2.54047	4.56565	2.16317
13.7245	2.58385	4.61974	2.15099	13.836	2.62479	13.6955	2.65053	4.52448	2.23703
13.9454	2.69867	4.5683	2.23163	13.8302	2.73893	13.9208	2.7643	4.48147	2.31134
14.1713	2.85055	4.51007	2.37781	14.2106	2.94205	14.1439	2.88179	4.43656	2.38601
14.4169	2.95536	4.53466	2.39493	14.5568	2.87021	14.3646	3.00303	4.38974	2.46099
14.6258	3.03415	4.50688	2.37426	14.4616	2.90734	14.583	3.12802	4.34097	2.5362
14.8535	3.18057	4.48292	2.47871	14.6754	3.96041	14.7989	3.25679	4.29021	2.61157
15.0574	3.37051	4.38332	2.67699	15.0261	3.5067	15.0122	3.38932	4.23744	2.68703
15.2692	3.53396	4.3022	2.80734	15.3685	4.14761	15.2228	3.52563	4.18263	2.76249
15.4794	3.71984	4.21983	2.96436	15.5236	3.82936	15.4306	3.66572	4.12575	2.83789
15.6922	3.85317	4.18679	3.00141	15.7234	3.4105	15.6355	3.80957	4.06678	2.91315
15.9121	3.99859	4.15706	3.05409	15.9774	4.00094	15.8375	3.95719	4.00571	2.98817
16.1096	4.16437	4.05835	3.15981	16.3376	4.21632	16.0363	4.10854	3.94251	3.0629
16.3058	4.35787	3.97056	3.29519	16.3313	4.44499	16.2319	4.26363	3.87716	3.13723
16.5154	4.51909	3.9379	3.34935	16.7586	4.48231	16.4242	4.42242	3.80966	3.21109
16.6946	4.69145	3.85326	3.43026	16.6039	4.67344	16.613	4.5849	3.74	3.28438
16.8502	4.89407	3.65443	3.59189	16.9236	5.10119	16.7983	4.75103	3.66817	3.35704
17.0152	5.11567	3.52437	3.74133	16.9955	5.21099	16.9799	4.92077	3.59416	3.42897
17.1849	5.29382	3.42711	3.80756	17.3421	4.64623	17.1579	5.09409	3.51797	3.50008
17.3469	5.47704	3.33948	3.86918	17.2894	5.43542	17.3319	5.27094	3.4396	3.57028
17.5021	5.65855	3.22482	3.93247	17.6463	4.74597	17.5019	5.45128	3.35907	3.63949
17.6992	5.78727	3.24662	3.87859	17.7853	5.62476	17.6679	5.63506	3.27637	3.70762
17.8395	5.99603	3.08575	3.98792	17.9216	6.07151	17.8297	5.82221	3.19151	3.77458
18.0167	6.18006	3.04876	4.02014	18.1263	6.16985	17.9872	6.01269	3.10453	3.84027
18.1627	6.39278	2.94109	4.1044	18.1245	6.79027	18.1402	6.20641	3.01542	3.90462
18.2867	6.62146	2.80148	4.20785	18.2164	6.66138	18.2888	6.40332	2.92421	3.96753
18.4154	6.84114	2.66976	4.28964	18.4022	7.02231	18.4328	6.60333	2.83093	4.0289
18.5673	6.98598	2.65398	4.24049	18.5422	6.76013	18.572	6.80638	2.7356	4.08867
18.7131	7.19487	2.60971	4.27967	18.8089	7.24388	18.7064	7.01237	2.63825	4.14672
18.9127	7.3348	2.68417	4.19932	19.1441	7.18344	18.8359	7.22122	2.53893	4.20299
18.9966	7.55483	2.46864	4.29319	18.5479	7.4012	18.9604	7.43283	2.43767	4.25737
19.0913	7.80085	2.31415	4.39453	19.0138	7.8688	19.0798	7.64712	2.3345	4.3098
19.2084	8.01495	2.23214	4.4329	19.3089	7.67375	19.1939	7.86397	2.22949	4.36017
19.2907	8.22629	2.09705	4.47226	19.132	8.12845	19.3028	8.08329	2.12266	4.40842
19.3865	8.44343	2.01045	4.50506	19.0239	8.17194	19.4062	8.30497	2.01409	4.45445
19.4839	8.59966	1.95286	4.45632	19.347	8.30741	19.5042	8.5289	1.90381	4.49819
19.5698	8.8191	1.82668	4.49665	19.6843	8.35902	19.5966	8.75494	1.7919	4.53956
19.7348	8.98796	1.89112	4.44301	20.0039	8.8906	19.6835	8.983	1.67841	4.57848
19.8026	9.21944	1.72198	4.50217	19.6061	9.48659	19.7645	9.21294	1.56341	4.61488
19.9372	9.4299	1.72402	4.50561	20.1574	9.45949	19.8398	9.44463	1.44697	4.64869
19.9769	9.66398	1.49542	4.56649	19.6163	9.76606	19.9093	9.67795	1.32916	4.67984
20.0689	9.88899	1.43085	4.59013	20.1573	9.90876	19.9728	9.91275	1.21005	4.70826
20.1262	10.1367	1.31693	4.64186	19.1911	11.5493	20.0303	10.1489	1.08972	4.73389
20.1784	10.3909	1.18485	4.69675	20.166	10.4687	20.0818	10.3863	0.968259	4.75666
20.1916	10.6323	0.951437	4.73624	19.6774	10.803	20.1271	10.6247	0.845742	4.77652
20.2539	10.889	0.859092	4.77907	20.371	11.0109	20.1663	10.864	0.722256	4.7934
20.2821	11.1419	0.726098	4.8141	19.4335	12.3402	20.1993	11.1041	0.597892	4.80727
20.3177	11.3762	0.617401	4.82265	20.3164	11.3483	20.2261	11.3449	0.472738	4.81807
20.2621	11.6283	0.244854	4.84085	19.2063	12.2418	20.2466	11.5861	0.346889	4.82575
20.3352	11.8645	0.229344	4.84527	20.6141	11.9422	20.2608	11.8275	0.220439	4.83027
20.3593	12.0998	0.196104	4.84692	19.966	11.9688	20.2687	12.0692	0.093487	4.83159
20.3501	12.3722	0.0356352	4.88143	20.3263	12.4966	20.2701	12.3108	-0.0338694	4.82968
20.2993	12.6133	-0.249904	4.86276	20.0192	12.4823	20.2652	12.5522	-0.161529	4.82451
20.3244	12.8521	-0.309707	4.85674	20.498	12.8924	20.254	12.7933	-0.28939	4.81605
20.3095	13.087	-0.445957	4.83717	20.9151	12.2555	20.2363	13.0339	-0.417348	4.80428
20.2732	13.3046	-0.591445	4.79592	20.1943	13.1688	20.2122	13.2738	-0.545298	4.78918
20.2329	13.5407	-0.723056	4.77553	19.858	13.5236	20.1818	13.5129	-0.673135	4.77072
20.2148	13.7923	-0.818992	4.77328	20.3245	13.8896	20.1449	13.7509	-0.800753	4.74892
20.157	14.0227	-0.995656	4.73161	20.3387	13.5307	20.1017	13.9878	-0.928043	4.72374
20.1043	14.2709	-1.12926	4.71539	20.1216	14.337	20.0521	14.2233	-1.0549	4.69521
20.0316	14.5006	-1.27949	4.6733	19.6717	14.4038	19.9962	14.4573	-1.18121	4.66331
19.9269	14.7462	-1.47771	4.63635	19.781	14.773	19.934	14.6897	-1.30687	4.62805
19.8587	14.967	-1.55945	4.59666	20.1149	14.0165	19.8655	14.9202	-1.43177	4.58944
19.8247	15.1894	-1.6049	4.56205	20.0208	15.2053	19.7908	15.1486	-1.55581	4.54751
19.6911	15.4015	-1.93712	4.42789	20.0157	15.3443	19.7099	15.3749	-1.67887	4.50226
19.6553	15.6008	-1.96585	4.37061	19.9131	15.554	19.6229	15.5989	-1.80085	4.45372
19.5576	15.8106	-2.0824	4.30661	19.9388	15.0864	19.5298	15.8203	-1.92164	4.40193
19.4554	16.0212	-2.20301	4.24065	19.4748	16.0098	19.4307	16.039	-2.04114	4.3469
19.3514	16.2321	-2.27282	4.19903	19.1556	16.0022	19.3257	16.2549	-2.15925	4.28868
19.2395	16.4128	-2.38465	4.10201	19.238	16.2719	19.2148	16.4679	-2.27586	4.22731
19.1184	16.6127	-2.50479	4.02558	19.4007	16.2962	19.0981	16.6777	-2.39087	4.16284
18.9921	16.8161	-2.61795	3.95681	19.0029	16.8387	18.9757	16.8841	-2.50418	4.0953
18.8351	17.0075	-2.84524	3.81012	18.8373	17.7112	18.8477	17.0872	-2.61571	4.02476
18.672	17.2277	-2.99254	3.74736	18.6148	17.3832	18.7142	17.2866	-2.72534	3.95127
18.5661	17.4347	-2.93951	3.77436	18.8177	17.0316	18.5752	17.4822	-2.83299	3.87489
18.3598	17.6159	-3.1277	3.65529	18.1023	17.5529	18.4309	17.674	-2.93858	3.79568
18.2229	17.8077	-3.14005	3.63593	18.2749	17.4877	18.2814	17.8617	-3.042	3.71372
18.0893	17.9944	-3.19614	3.57464	18.2094	18.0461	18.1268	18.0453	-3.14318	3.62906
17.9127	18.1513	-3.3385	3.4328	18.3021	17.498	17.9671	18.2246	-3.24204	3.5418
17.7741	18.3009	-3.38841	3.33062	17.9018	18.2183	17.8026	18.3994	-3.3385	3.45199
17.6377	18.4851	-3.40715	3.30016	18.8558	18.1365	17.6334	18.5697	-3.43247	3.35973
17.4498	18.6584	-3.51154	3.21833	17.3845	18.7039	17.4595	18.7353	-3.5239	3.26509
17.2671	18.8021	-3.61353	3.0914	17.7945	18.0801	17.281	18.8962	-3.61271	3.16817
17.1021	18.9414	-3.67093	2.98613	17.1762	18.8863	17.0983	19.0521	-3.69883	3.06904
16.9347	19.1116	-3.70908	2.9451	16.9398	19.7311	16.9113	19.203	-3.78221	2.9678
16.7195	19.2248	-3.82133	2.79132	16.5734	19.052	16.7201	19.3488	-3.86278	2.86455
16.5311	19.3767	-3.89266	2.70699	16.1674	20.2201	16.5251	19.4894	-3.9405	2.75938
16.3151	19.5291	-3.98638	2.62317	16.2338	19.6171	16.3262	19.6246	-4.01531	2.65237
16.0906	19.6145	-4.10282	2.41734	16.4366	18.2742	16.1237	19.7545	-4.08716	2.54364
15.8889	19.7552	-4.16187	2.33938	15.9243	19.8703	15.9176	19.8789	-4.15602	2.43329
15.6976	19.8815	-4.16426	2.30667	16.2328	19.2166	15.7082	19.9978	-4.22185	2.32141
15.4754	20.0273	-4.23561	2.24559	15.4332	20.1836	15.4956	20.111	-4.28461	2.2081
15.2687	20.1657	-4.27154	2.20239	14.3677	21.3406	15.2799	20.2185	-4.34427	2.09347
15.0772	20.2992	-4.29347	2.1508	15.2016	20.4385	15.0613	20.3203	-4.4008	1.97763
14.8482	20.3816	-4.36861	1.99271	14.7476	19.9571	14.84	20.4162	-4.4542	1.86068
14.6331	20.5003	-4.40992	1.92276	14.6665	20.6088	14.6161	20.5063	-4.50443	1.74272
14.4004	20.5854	-4.48357	1.76913	13.841	21.0031	14.3897	20.5904	-4.55149	1.62386
14.1551	20.6596	-4.54932	1.62963	14.0521	20.5924	14.1611	20.6686	-4.59537	1.50421
13.921	20.7295	-4.60753	1.47132	13.8232	20.859	13.9304	20.7408	-4.63606	1.38386
13.6526	20.7911	-4.6857	1.31924	13.4686	20.7253	13.6977	20.807	-4.67357	1.26294
13.407	20.8211	-4.7509	1.07359	13.8263	20.4261	13.4632	20.8671	-4.70789	1.14153
13.159	20.8652	-4.7897	0.921647	13.1072	20.8294	13.2271	20.9211	-4.73904	1.01975
12.9282	20.9225	-4.80629	0.813124	13.2669	21.1579	12.9895	20.969	-4.76702	0.897694
12.7175	20.9733	-4.79781	0.709567	12.8729	21.0592	12.7506	21.0108	-4.79186	0.775469
12.4693	21.0114	-4.82861	0.57118	11.5171	21.6724	12.5106	21.0465	-4.81358	0.653175
12.2222	21.0501	-4.85153	0.45488	12.2062	21.11	12.2695	21.0761	-4.83219	0.530912
11.9839	21.0694	-4.86194	0.301819	12.3859	21.1066	12.0276	21.0996	-4.84773	0.408778
11.7359	21.044	-4.86385	0.0968139	11.6814	20.8651	11.785	21.117	-4.86022	0.286869
11.4892	21.0302	-4.86466	-0.0780492	11.5265	20.6748	11.5418	21.1283	-4.86971	0.165281
11.2653	21.0278	-4.84182	-0.209053	11.363	21.0688	11.2982	21.1335	-4.87623	0.0441057
11.0125	20.9886	-4.83656	-0.403686	10.5558	20.5567	11.0544	21.1327	-4.87982	-0.076565
10.7932	20.9543	-4.79482	-0.56314	10.8903	20.927	10.8105	21.1259	-4.88053	-0.196643
10.5453	20.9531	-4.79081	-0.594861	9.30535	21.3896	10.5666	21.1131	-4.8784	-0.31604
10.2759	20.9764	-4.8261	-0.63486	10.189	21.209	10.3229	21.0943	-4.87349	-0.434674
10.037	20.9578	-4.81093	-0.728207	9.97958	21.2932	10.0795	21.0697	-4.86585	-0.552463
9.8306	20.9223	-4.75514	-0.845839	9.99634	20.9797	9.83658	21.0391	-4.85554	-0.669327
9.59279	20.9148	-4.7436	-0.837619	9.38223	21.111	9.59422	21.0028	-4.84262	-0.785189
9.38925	20.8644	-4.68353	-0.961106	9.53921	20.8762	9.35258	20.9607	-4.82714	-0.899977
9.16271	20.825	-4.65567	-1.05547	9.63392	20.9724	9.11177	20.9128	-4.80919	-1.01362
8.88689	20.7879	-4.68509	-1.13651	8.70331	20.8221	8.87192	20.8594	-4.78881	-1.12605
8.66665	20.7105	-4.63403	-1.28474	9.84634	20.009	8.63315	20.8003	-4.76608	-1.2372
8.40267	20.6235	-4.6297	-1.43169	8.22277	20.4839	8.39557	20.7358	-4.74108	-1.34701
8.17409	20.5437	-4.58761	-1.56414	8.29647	20.4978	8.1593	20.6657	-4.71387	-1.45542
7.93506	20.463	-4.55994	-1.6769	7.88599	20.45	7.92445	20.5903	-4.68453	-1.56237
7.71813	20.377	-4.5016	-1.82251	8.29081	20.6565	7.69111	20.5096	-4.65313	-1.66781
7.42902	20.3164	-4.54924	-1.876	7.18029	20.392	7.45939	20.4237	-4.61975	-1.7717
7.20075	20.2186	-4.50484	-1.98174	7.09214	20.1196	7.22939	20.3326	-4.58448	-1.87399
6.942	20.1365	-4.50874	-2.05322	6.81542	20.1859	7.00119	20.2364	-4.54738	-1.97462
6.71893	20.0437	-4.46712	-2.12553	6.89359	20.1536	6.7749	20.1352	-4.50854	-2.07357
6.47168	19.9539	-4.45891	-2.1923	6.38914	20.0137	6.55059	20.0292	-4.46805	-2.17079
6.25561	19.8594	-4.41116	-2.26475	6.67637	20.2142	6.32834	19.9183	-4.42598	-2.26625
5.99666	19.7674	-4.42349	-2.31564	5.86119	19.8306	6.10823	19.8027	-4.38241	-2.35993
5.77638	19.6207	-4.34522	-2.50049	5.28178	19.5036	5.89034	19.6824	-4.33744	-2.45178
5.58364	19.5012	-4.26137	-2.59108	5.69089	19.5755	5.67472	19.5577	-4.29114	-2.5418
5.38358	19.3514	-4.17049	-2.73089	5.9506	18.9859	5.46145	19.4284	-4.24359	-2.62995
5.16421	19.2516	-4.14631	-2.76411	5.17021	19.4397	5.25059	19.2948	-4.19488	-2.71622
4.96634	19.1392	-4.09912	-2.78308	5.87397	19.301	5.04219	19.157	-4.1451	-2.80059
4.79146	18.9888	-3.9926	-2.89256	4.89149	18.982	4.8363	19.015	-4.09432	-2.88305
4.58666	18.8389	-3.9272	-3.00522	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359
4.40145	18.7073	-3.85822	-3.06385	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
4.21293	18.5652	-3.80485	-3.09982	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
4.07409	18.4082	-3.66499	-3.19308	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
3.89511	18.2364	-3.55393	-3.35625	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
3.65488	18.0963	-3.5899	-3.38197	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
3.48476	17.9444	-3.52953	-3.40166	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
3.26823	17.7784	-3.5238	-3.4569	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
3.09385	17.5955	-3.42559	-3.5816	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
2.90903	17.4772	-3.41299	-3.56051	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
2.76933	17.2619	-3.23878	-3.74229	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
2.5956	17.0779	-3.17729	-3.80635	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
2.4285	16.9094	-3.14721	-3.79774	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
2.26267	16.7369	-3.09614	-3.83454	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
2.09083	16.5414	-3.06348	-3.8662	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1.93892	16.3125	-2.96504	-3.9728	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1.77937	16.135	-2.94044	-3.96756	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1.57931	15.967	-2.98124	-3.96137	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1.4556	15.7378	-2.82556	-4.09944	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1.28691	15.5224	-2.79275	-4.15675	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1.13294	15.3289	-2.76045	-4.17302	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
0.930055	15.115	-2.80398	-4.20598	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
0.78174	14.9316	-2.79019	-4.18082	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
0.669215	14.7153	-2.67553	-4.23995	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
0.560458	14.4759	-2.52659	-4.3516	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
0.389922	14.2569	-2.53598	-4.38329	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
0.278454	14.0085	-2.37993	-4.5135	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
0.244712	13.7576	-2.12035	-4.6031	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
0.147088	13.5165	-1.98617	-4.68438	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
-0.0155938	13.2903	-2.0217	-4.70506	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
-0.132206	13.0699	-1.98947	-4.70264	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
-0.155772	12.8385	-1.75364	-4.74636	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
-0.275196	12.6118	-1.75699	-4.7336	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
-0.393139	12.3765	-1.73535	-4.75817	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
-0.518489	12.166	-1.76485	-4.72956	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
-0.601389	11.9431	-1.68707	-4.74243	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
-0.726499	11.7155	-1.71618	-4.73523	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
-0.911304	11.4765	-1.85651	-4.73603	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
-1.01971	11.2486	-1.87388	-4.70599	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
-1.19102	11.023	-1.99052	-4.68905	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
-1.27028	10.7788	-1.87733	-4.74979	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
-1.39696	10.5275	-1.89401	-4.77475	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
-1.47934	10.2684	-1.79297	-4.84028	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
